date,type,kg,kr,avg price,max price,min price
20241216,Toskur 1,3852,147026.45,38.17,43.00,32.00
20241216,Toskur 2,8877,321342.69,36.20,38.80,31.00
20241216,Toskur 3,26794,789877.00,29.48,31.90,24.00
20241216,Toskur 4,17058,421617.03,24.72,29.80,18.00
20241216,Toskur 5,2130,42322.68,19.87,21.80,14.00
20241216,Toskur 7 kg + fryst MSC,4000,260800.00,65.20,65.20,65.20
20241216,Toskur 5 kg + fryst MSC,12000,708000.00,59.00,59.00,59.00
20241216,Toskur 2.5 - 5.0 kg fryst MSC,13000,663000.00,51.00,51.00,51.00
20241216,Toskur 1.0 - 2.5 kg fryst MSC,3000,135300.00,45.10,45.10,45.10
20241216,Hysa 1 MSC,937,16286.93,17.39,25.10,13.00
20241216,Hysa 2 MSC,25392,411168.16,16.19,21.10,12.00
20241216,Hysa 3 MSC,15391,235347.36,15.29,18.80,11.00
20241216,Hysa 4 MSC,640,1318.06,2.06,6.60,-2.00
20241216,Hysa MSC,1098,8051.20,7.33,11.40,6.00
20241216,Hysa 1.5 kg + fryst MSC,12000,504000.00,42.00,42.00,42.00
20241216,Hysa 0.8 - 1.5 kg fryst MSC,8000,336000.00,42.00,42.00,42.00
20241216,Hysa 0.5 - 0.8 kg fryst MSC,7280,240240.00,33.00,33.00,33.00
20241216,Hysa 0 - 0.5 kg fryst MSC,1474,29480.00,20.00,20.00,20.00
20241216,Hvitingur,2969,22868.50,7.70,8.00,5.00
20241216,Hvitingur fryst,46,276.00,6.00,6.00,6.00
20241216,Upsi 1 MSC,30,279.00,9.30,9.30,9.30
20241216,Upsi 2 MSC,40,372.00,9.30,9.30,9.30
20241216,Upsi 3 MSC,30,279.00,9.30,9.30,9.30
20241216,Upsi 4 MSC,20,186.00,9.30,9.30,9.30
20241216,Upsi MSC,3846,37105.60,9.65,10.00,8.10
20241216,Upsi fryst MSC,6656,93184.00,14.00,14.00,14.00
20241216,Brosma 1 MSC,372,2976.00,8.00,8.00,8.00
20241216,Brosma 2 MSC,1530,12240.00,8.00,8.00,8.00
20241216,Brosma 3 MSC,1715,10290.00,6.00,6.00,6.00
20241216,Brosma 4 MSC,183,732.00,4.00,4.00,4.00
20241216,Brosma MSC,287,918.40,3.20,3.20,3.20
20241216,Brosma 2 kg + fryst MSC,3000,40500.00,13.50,13.50,13.50
20241216,Brosma 1 - 2 kg fryst MSC,3000,39900.00,13.30,13.30,13.30
20241216,Longa 1,1682,25130.40,14.94,17.60,14.00
20241216,Longa 2,4640,64236.80,13.85,17.60,13.00
20241216,Longa 3,947,12137.40,12.81,15.60,12.00
20241216,Longa 4,282,3100.15,11.01,13.60,8.00
20241216,Longa 5,40,212.00,5.27,7.60,4.00
20241216,Longa,5073,74162.00,14.62,15.00,4.00
20241216,Longa 4 kg + fryst MSC,12000,288000.00,24.00,24.00,24.00
20241216,Longa 2 - 4 kg fryst MSC,3000,73500.00,24.50,24.50,24.50
20241216,Blalonga,5535,74885.00,13.53,14.60,9.00
20241216,Blalonga fryst MSC,201,2150.70,10.70,10.70,10.70
20241216,Kongafiskur,106,826.80,7.80,7.80,7.80
20241216,Kongafiskur 1 kg + fryst MSC,55,550.00,10.00,10.00,10.00
20241216,Havtaska,1663,68735.75,41.33,55.25,35.50
20241216,Havtaska 1,1563,82309.38,52.68,58.50,47.75
20241216,Havtaska 2,3550,189362.50,53.34,58.50,47.75
20241216,Havtaska 3,7336,397615.00,54.20,58.50,47.75
20241216,Havtaska 4,3678,200565.63,54.54,58.50,47.75
20241216,Havtaska 5,274,14897.50,54.37,58.50,47.75
20241216,Steinbitur,17,340.00,20.00,20.00,20.00
20241216,Kalvi 3,5,357.50,71.50,71.50,71.50
20241216,Kalvi 4,603,27764.00,46.04,48.50,43.00
20241216,Kalvi 5,180,3090.00,17.17,18.50,17.00
20241216,Reydsproka,830,30502.50,36.75,36.75,36.75
20241216,Tunga,1310,74210.00,56.65,67.00,55.00
20241216,Hvasskvoysa,5,525.00,105.00,105.00,105.00
20241216,Lyrur,214,5010.75,23.41,26.75,22.00
20241216,Skota,650,5200.00,8.00,8.00,8.00
20241216,Skoturavar,2330,32580.00,13.98,15.00,13.00
20241216,Skrubba,360,3296.00,9.16,9.60,9.10
20241216,Lalla,340,2040.00,6.00,6.00,6.00
20241216,Skoturavar fryst,425,5100.00,12.00,12.00,12.00
20241213,Toskur 1,116,4742.60,40.88,41.10,40.60
20241213,Toskur 2,172,7442.20,43.27,46.10,39.90
20241213,Toskur 3,1193,44530.50,37.33,38.50,34.80
20241213,Toskur 4,1710,52148.00,30.50,30.80,30.00
20241213,Toskur 5,230,5103.00,22.19,22.80,19.30
20241213,Hysa 1 MSC,181,4940.20,27.29,29.60,26.50
20241213,Hysa 2 MSC,2677,74141.40,27.70,28.20,25.70
20241213,Hysa 3 MSC,2775,74216.90,26.74,27.20,25.50
20241213,Hysa 4 MSC,435,870.00,2.00,2.00,2.00
20241213,Hvitingur,40,396.00,9.90,9.90,9.90
20241213,Brosma MSC,5,20.00,4.00,4.00,4.00
20241213,Longa 1,8,120.00,15.00,15.00,15.00
20241213,Longa,2,16.00,8.00,8.00,8.00
20241213,Havtaska,5,205.00,41.00,41.00,41.00
20241213,Skrubba,9,49.50,5.50,5.50,5.50
20241212,Toskur 1,2248,94160.20,41.89,44.80,32.00
20241212,Toskur 2,4655,183352.00,39.39,42.10,31.00
20241212,Toskur 3,21990,785559.50,35.72,36.50,24.00
20241212,Toskur 4,22533,678222.90,30.10,31.90,18.00
20241212,Toskur 5,2819,64538.30,22.89,25.10,20.80
20241212,Hysa 1 MSC,1707,49329.30,28.90,30.40,23.30
20241212,Hysa 2 MSC,28409,738577.31,26.00,28.80,22.30
20241212,Hysa 3 MSC,22706,533332.88,23.49,25.80,20.90
20241212,Hysa 4 MSC,1488,4698.30,3.16,9.80,2.00
20241212,Hysa MSC,35085,521354.50,14.86,16.80,13.80
20241212,Hvitingur,1546,25299.20,16.36,20.80,8.20
20241212,Upsi 1 MSC,1172,19192.00,16.38,18.00,11.00
20241212,Upsi 2 MSC,265,4631.50,17.48,19.30,15.10
20241212,Upsi 3 MSC,72,950.40,13.20,13.20,13.20
20241212,Upsi 4 MSC,11,66.00,6.00,6.00,6.00
20241212,Upsi MSC,699,7199.70,10.30,10.30,10.30
20241212,Brosma 1 MSC,90,705.00,7.83,8.50,7.00
20241212,Brosma 2 MSC,280,2260.00,8.07,8.50,7.00
20241212,Brosma 3 MSC,375,2372.50,6.33,7.40,5.10
20241212,Brosma 4 MSC,110,467.00,4.25,4.90,4.00
20241212,Brosma MSC,313,1600.70,5.11,5.50,4.30
20241212,Longa 1,1000,19206.00,19.21,20.10,15.00
20241212,Longa 2,1234,22704.60,18.40,19.10,15.00
20241212,Longa 3,527,9009.00,17.09,18.10,12.50
20241212,Longa 4,380,5953.00,15.67,17.10,10.00
20241212,Longa 5,1,5.00,5.00,5.00,5.00
20241212,Longa,2624,51962.60,19.80,19.90,9.70
20241212,Svartkalvi 1,774,38175.80,49.32,52.90,41.70
20241212,Svartkalvi 2,1548,76351.60,49.32,52.90,41.70
20241212,Svartkalvi 3,3870,190879.00,49.32,52.90,41.70
20241212,Svartkalvi 4,1548,76351.60,49.32,52.90,41.70
20241212,Svartkalvi (sek.),960,17376.00,18.10,18.10,18.10
20241212,Blalonga,4060,86560.00,21.32,22.00,14.00
20241212,Kongafiskur,108,1354.00,12.54,13.10,5.50
20241212,Havtaska,1246,70066.50,56.23,57.75,55.75
20241212,Havtaska 1,468,27463.00,58.68,65.10,53.50
20241212,Havtaska 2,1872,109852.00,58.68,65.10,53.50
20241212,Havtaska 3,4680,274630.00,58.68,65.10,53.50
20241212,Havtaska 4,2153,126329.80,58.68,65.10,53.50
20241212,Havtaska 5,187,10985.20,58.68,65.10,53.50
20241212,Steinbitur,25,197.50,7.90,7.90,7.90
20241212,Kalvi 2,30,2550.00,85.00,85.00,85.00
20241212,Kalvi 3,19,1387.00,73.00,78.00,59.00
20241212,Kalvi 4,66,3093.00,46.86,47.00,42.50
20241212,Kalvi 5,20,310.00,15.50,15.50,15.50
20241212,Reydsproka,115,3968.75,34.51,36.25,28.25
20241212,Tunga,150,10825.00,72.17,99.50,17.50
20241212,Lyrur,17,374.00,22.00,22.00,22.00
20241212,Skota,10,60.00,6.00,6.00,6.00
20241212,Skøturavar,600,8400.00,14.00,14.00,14.00
20241212,Skrubba,79,639.90,8.10,8.10,8.10
20241212,Hemari,100,500.00,5.00,5.00,5.00
20241212,Annar rafiskur MSC,570,1368.00,2.40,2.40,2.40
20241211,Toskur 1,1399,57638.80,41.20,41.20,41.20
20241211,Toskur 2,2393,98075.60,40.98,41.00,39.90
20241211,Toskur 3,16514,564704.63,34.20,35.00,33.30
20241211,Toskur 4,19848,588205.69,29.64,30.40,28.90
20241211,Toskur 5,2158,50255.50,23.29,25.90,18.20
20241211,Toskur,35,486.00,13.89,15.00,12.40
20241211,Hysa 1 MSC,2512,83642.00,33.30,33.80,31.00
20241211,Hysa 2 MSC,16237,465861.09,28.69,29.70,27.30
20241211,Hysa 3 MSC,13864,359430.69,25.93,26.10,25.20
20241211,Hysa 4 MSC,1519,3038.00,2.00,2.00,2.00
20241211,Hysa MSC,16,192.00,12.00,12.00,12.00
20241211,Hvitingur,749,15038.60,20.08,20.30,11.00
20241211,Upsi 1 MSC,30,480.00,16.00,16.00,16.00
20241211,Upsi 2 MSC,20,320.00,16.00,16.00,16.00
20241211,Upsi 3 MSC,44,528.00,12.00,12.00,12.00
20241211,Upsi 4 MSC,20,140.00,7.00,7.00,7.00
20241211,Upsi MSC,30,210.00,7.00,7.00,7.00
20241211,Brosma 1 MSC,23,161.00,7.00,7.00,7.00
20241211,Brosma 2 MSC,46,322.00,7.00,7.00,7.00
20241211,Brosma 3 MSC,102,510.00,5.00,5.00,5.00
20241211,Brosma 4 MSC,40,160.00,4.00,4.00,4.00
20241211,Brosma MSC,102,408.00,4.00,4.00,4.00
20241211,Longa 1,30,480.00,16.00,16.00,16.00
20241211,Longa 2,57,912.00,16.00,16.00,16.00
20241211,Longa 1-2,30,480.00,16.00,16.00,16.00
20241211,Longa 3,30,345.00,11.50,11.50,11.50
20241211,Longa 4,23,161.00,7.00,7.00,7.00
20241211,Longa,126,1571.00,12.47,14.00,7.00
20241211,Svartkalvi 1,75,2940.00,39.20,39.20,39.20
20241211,Svartkalvi 2,150,5880.00,39.20,39.20,39.20
20241211,Svartkalvi 3,375,14700.00,39.20,39.20,39.20
20241211,Svartkalvi 4,150,5880.00,39.20,39.20,39.20
20241211,Blalonga,100,1000.00,10.00,10.00,10.00
20241211,Kongafiskur,7,28.00,4.00,4.00,4.00
20241211,Havtaska,51,2346.00,46.00,46.00,46.00
20241211,Havtaska 1,100,6410.00,64.10,64.10,64.10
20241211,Havtaska 2,300,19230.00,64.10,64.10,64.10
20241211,Havtaska 3,500,32050.00,64.10,64.10,64.10
20241211,Havtaska 4,100,6410.00,64.10,64.10,64.10
20241211,Steinbitur,6,132.60,22.10,22.10,22.10
20241211,Kalvi 2,32,2240.00,70.00,70.00,70.00
20241211,Kalvi 3,38,2983.00,78.50,78.50,78.50
20241211,Kalvi 4,20,1180.00,59.00,60.50,57.50
20241211,Reydsproka,5,50.00,10.00,10.00,10.00
20241211,Lyrur,5,67.50,13.50,13.50,13.50
20241211,Skøturavar,15,180.00,12.00,12.00,12.00
20241211,Skrubba,102,977.00,9.58,10.30,9.50
20241210,Toskur 2,4,140.00,35.00,35.00,35.00
20241210,Toskur 3,37,1110.00,30.00,30.00,30.00
20241210,Toskur 4,15,360.00,24.00,24.00,24.00
20241210,Toskur 5,15,298.50,19.90,19.90,19.90
20241210,Hysa 1 MSC,2,44.80,22.40,22.40,22.40
20241210,Hysa 2 MSC,17,358.70,21.10,21.10,21.10
20241210,Hysa 3 MSC,29,551.00,19.00,19.00,19.00
20241210,Hysa 4 MSC,23,46.00,2.00,2.00,2.00
20241210,Hysa MSC,175,1925.00,11.00,11.00,11.00
20241210,Hvitingur,2337,25838.50,11.06,11.30,10.50
20241210,Longa 2,6,78.00,13.00,13.00,13.00
20241210,Kongafiskur,135,1539.00,11.40,11.40,11.40
20241210,Havtaska,2030,91553.00,45.10,45.10,45.10
20241209,Toskur 1,1047,43416.30,41.47,41.50,40.90
20241209,Toskur 2,2494,97259.50,39.00,39.00,38.90
20241209,Toskur 3,15446,540669.81,35.00,36.40,33.40
20241209,Toskur 4,19711,571802.19,29.01,29.40,28.10
20241209,Toskur 5,2579,58274.10,22.60,24.40,21.40
20241209,Hysa 1 MSC,1402,30692.10,21.89,23.10,19.50
20241209,Hysa 2 MSC,21490,476466.41,22.17,23.80,19.00
20241209,Hysa 3 MSC,21356,405237.59,18.98,21.00,17.30
20241209,Hysa 4 MSC,2290,7402.10,3.23,7.00,2.00
20241209,Hysa MSC,280,2212.00,7.90,7.90,7.90
20241209,Hvitingur,1180,18313.20,15.52,19.20,6.00
20241209,Upsi MSC,35,437.50,12.50,12.50,12.50
20241209,Brosma 1 MSC,50,350.00,7.00,7.00,7.00
20241209,Brosma 2 MSC,85,595.00,7.00,7.00,7.00
20241209,Brosma 3 MSC,150,750.00,5.00,5.00,5.00
20241209,Brosma 4 MSC,65,260.00,4.00,4.00,4.00
20241209,Brosma MSC,382,1528.00,4.00,4.00,4.00
20241209,Longa 1,165,3085.50,18.70,18.70,18.70
20241209,Longa 2,205,3833.50,18.70,18.70,18.70
20241209,Longa 3,104,1092.00,10.50,10.50,10.50
20241209,Longa 4,36,252.00,7.00,7.00,7.00
20241209,Longa,144,1008.00,7.00,7.00,7.00
20241209,Blalonga,1770,29643.00,16.75,16.90,16.60
20241209,Kongafiskur,580,8120.00,14.00,14.00,14.00
20241209,Havtaska,1565,81536.50,52.10,52.10,52.10
20241209,Steinbitur,3,15.00,5.00,5.00,5.00
20241209,Kalvi 3,35,2686.00,76.74,80.00,75.00
20241209,Kalvi 4,14,700.00,50.00,50.00,50.00
20241209,Reydsproka,5,30.00,6.00,6.00,6.00
20241209,Lyrur,67,1346.70,20.10,20.10,20.10
20241209,Skota,20,120.00,6.00,6.00,6.00
20241209,Skøturavar,3,24.90,8.30,8.30,8.30
20241209,Skrubba,153,1448.30,9.47,9.60,9.10
20241205,Toskur 1,1991,77005.34,38.67,43.40,34.50
20241205,Toskur 2,8407,310330.03,36.91,45.00,33.50
20241205,Toskur 3,9118,291122.89,31.93,35.90,26.50
20241205,Toskur 4,5094,138844.19,27.26,28.00,20.50
20241205,Toskur 5,560,12431.24,22.21,24.00,14.50
20241205,Hysa 1 MSC,349,9718.34,27.81,31.00,24.50
20241205,Hysa 2 MSC,9325,249016.48,26.70,28.50,23.50
20241205,Hysa 3 MSC,5765,146410.91,25.40,27.50,22.50
20241205,Hysa 4 MSC,281,1865.77,6.65,13.10,2.00
20241205,Hysa MSC,1602,27394.20,17.10,17.10,17.10
20241205,Hvitingur,160,1676.00,10.47,12.40,8.00
20241205,Upsi 1 MSC,3200,51000.00,15.94,19.00,10.00
20241205,Upsi 2 MSC,2400,38250.00,15.94,19.00,10.00
20241205,Upsi 3 MSC,2000,27875.00,13.94,17.00,8.00
20241205,Upsi 4 MSC,400,4375.00,10.94,14.00,5.00
20241205,Upsi MSC,40,320.00,8.00,8.00,8.00
20241205,Brosma MSC,110,660.00,6.00,6.00,6.00
20241205,Longa 1,595,12044.50,20.24,21.30,17.60
20241205,Longa 2,2415,46471.50,19.24,20.30,16.60
20241205,Longa 3,280,5108.00,18.24,19.30,15.60
20241205,Longa 4,210,3621.00,17.24,18.30,14.60
20241205,Longa,1055,22304.00,21.14,21.20,20.80
20241205,Svartkalvi,1125,57375.00,51.00,51.00,51.00
20241205,Blalonga,30400,477870.00,15.72,17.80,13.00
20241205,Kongafiskur 2,6300,70980.00,11.27,15.30,9.50
20241205,Kongafiskur 3,2250,23100.00,10.27,14.30,8.50
20241205,Kongafiskur 4,450,3720.00,8.27,12.30,6.50
20241205,Kongafiskur,250,3040.00,12.16,12.80,9.60
20241205,Havtaska,2590,138695.00,53.55,55.70,52.10
20241205,Steinbitur,10,53.00,5.30,5.30,5.30
20241205,Liri,200,3780.00,18.90,18.90,18.90
20241204,Toskur 1,3487,139904.00,40.13,44.00,36.20
20241204,Toskur 2,19857,744182.63,37.48,40.30,35.20
20241204,Toskur 3,13313,422288.81,31.72,35.60,28.20
20241204,Toskur 4,6172,176745.63,28.64,31.40,22.20
20241204,Toskur 5,480,10774.04,22.46,24.10,16.20
20241204,Toskur 5 kg + fryst,1040,56160.00,54.00,54.00,54.00
20241204,Toskur 2.5 - 5.0 kg fryst,6912,305222.41,44.16,46.00,40.80
20241204,Toskur 1.0 - 2.5 kg fryst,1696,57360.00,33.82,35.00,30.00
20241204,Hysa 1 MSC,575,16664.95,29.01,30.60,27.50
20241204,Hysa 2 MSC,9474,253743.84,26.78,27.50,26.50
20241204,Hysa 3 MSC,4517,109179.25,24.17,26.50,23.10
20241204,Hysa 4 MSC,333,1163.75,3.50,12.50,2.00
20241204,Hysa MSC,1,10.00,10.00,10.00,10.00
20241204,Hvitingur,648,6960.60,10.74,16.70,5.00
20241204,Upsi MSC,117,1539.30,13.16,13.70,13.10
20241204,Upsi fryst,64,768.00,12.00,12.00,12.00
20241204,Brosma 2 MSC,10,80.00,8.00,8.00,8.00
20241204,Brosma 3 MSC,20,120.00,6.00,6.00,6.00
20241204,Brosma 4 MSC,10,40.00,4.00,4.00,4.00
20241204,Brosma MSC,748,3538.00,4.73,6.00,4.10
20241204,Longa 1,677,12053.00,17.80,20.70,15.00
20241204,Longa 2,2452,41524.00,16.94,19.70,14.00
20241204,Longa 3,1062,16859.50,15.88,18.70,10.00
20241204,Longa 4,415,6169.00,14.88,17.70,8.00
20241204,Longa 5,46,362.50,7.97,10.70,5.00
20241204,Longa,103,824.00,8.00,8.00,8.00
20241204,Svartkalvi,660,29568.00,44.80,44.80,44.80
20241204,Svartkalvi fryst,483,24259.00,50.23,52.00,46.00
20241204,Svartkalva hovd fryst,112,4704.00,42.00,44.00,37.00
20241204,Blalonga,3780,46678.00,12.35,14.60,8.00
20241204,Blalonga fryst,528,7392.00,14.00,14.00,14.00
20241204,Kongafiskur,550,7095.00,12.90,12.90,12.90
20241204,Havtaska,1982,96174.40,48.52,53.10,30.00
20241204,Steinbitur,12,180.00,15.00,15.00,15.00
20241204,Liri,100,2010.00,20.10,20.10,20.10
20241204,Tunga,40,1200.00,30.00,30.00,30.00
20241204,Skota,45,283.50,6.30,6.30,6.30
20241204,Skrubba,89,815.30,9.16,10.00,9.10
20241203,Toskur 1,210,7818.30,37.23,37.70,33.00
20241203,Toskur 2,2280,82604.40,36.23,36.70,32.00
20241203,Toskur 3,480,14030.40,29.23,29.70,25.00
20241203,Toskur 4,30,696.90,23.23,23.70,19.00
20241203,Hysa 1 MSC,432,5855.60,13.55,15.90,12.00
