date,type,kg,kr,avg price,max price,min price
20250718,Longa 2,1445,24565.00,17.00,17.00,17.00
20250718,Longa 3,613,8570.00,13.98,14.00,10.00
20250718,Longa 4,239,1912.00,8.00,8.00,8.00
20250718,Longa 5,25,125.00,5.00,5.00,5.00
20250718,Longa,56,364.00,6.50,6.50,6.50
20250718,Longa 4 kg + fryst,22002,666660.63,30.30,30.30,30.30
20250718,Longa 2 - 4 kg fryst,27166,839429.38,30.90,30.90,30.90
20250718,Longa 0 - 2 kg fryst,4985,141075.50,28.30,28.30,28.30
20250718,Svartkalvi 3-5 kg fryst,250,14750.00,59.00,59.00,59.00
20250718,Svartkalvi 2-3 kg fryst,501,29058.00,58.00,58.00,58.00
20250718,Svartkalvi 1-2 kg fryst,643,34979.20,54.40,54.40,54.40
20250718,Svartkalvi 0-1 kg fryst,69,3519.00,51.00,51.00,51.00
20250718,Svartkalva høvd. fryst,489,16772.70,34.30,34.30,34.30
20250718,Svartkalva halar. fryst,51,2448.00,48.00,48.00,48.00
20250718,Blálonga. fryst,251,2510.00,10.00,10.00,10.00
20250718,Havtaska,220,7778.00,35.35,35.70,34.90
20250718,Havtaskuhalar. fryst,68,4080.00,60.00,60.00,60.00
20250718,Steinbítur,5,25.00,5.00,5.00,5.00
20250718,Liri. fryst,28,280.00,10.00,10.00,10.00
20250718,Kalvi 1,155,6572.50,42.40,49.50,39.50
20250718,Kalvi 2,48,3402.00,70.88,78.00,68.50
20250718,Kalvi 3,42,3534.00,84.14,84.50,84.00
20250718,Kalvi 4,28,1421.00,50.75,53.50,43.00
20250718,Kalvi 40 kg + fryst,68,4420.00,65.00,65.00,65.00
20250718,Reyðsprøka,18,298.80,16.60,16.60,16.60
20250718,Lyrur,10,150.00,15.00,15.00,15.00
20250718,Skøta,250,1525.00,6.10,6.10,6.10
20250718,Skøturavar,1505,21383.50,14.21,16.70,13.00
20250718,Skrubba,50,275.00,5.50,5.50,5.50
20250718,Hávur,53,159.00,3.00,3.00,3.00
20250718,Makrelur,10,30.00,3.00,3.00,3.00
20250718,Skøturavar fryst,809,12135.00,15.00,15.00,15.00
20250717,Hysa 1 MSC,612,22032.00,36.00,36.00,36.00
20250717,Hysa 2 MSC,5661,201316.00,35.56,36.10,34.80
20250717,Hysa 3 MSC,7626,219240.50,28.75,28.90,27.00
20250717,Hysa 4 MSC,924,2400.60,2.60,2.90,2.00
20250717,Hysa MSC,3344,67674.40,20.24,24.90,18.80
20250717,Hysa 1.5 kg + fryst MSC,661,22077.40,33.40,33.40,33.40
20250717,Hysa 0.8 - 1.5 kg fryst MSC,1400,39900.00,28.50,28.50,28.50
20250717,Hysa 0.5 - 0.8 kg fryst MSC,808,20200.00,25.00,25.00,25.00
20250717,Toskur 1,4769,161892.20,33.95,39.70,33.20
20250717,Toskur 2,2173,80375.20,36.99,37.20,36.80
20250717,Toskur 3,8081,273297.40,33.82,36.10,32.10
20250717,Toskur 4,7720,238095.70,30.84,31.70,30.10
20250717,Toskur 5,2335,48978.70,20.98,24.10,20.40
20250717,Toskur,600,16500.00,27.50,32.00,23.00
20250717,Toskur 7 kg+ fryst,2271,147615.00,65.00,65.00,65.00
20250717,Toskur 5 kg + fryst,2424,133320.00,55.00,55.00,55.00
20250717,Toskur 2.5 - 5.0 kg fryst,9888,487453.75,49.30,49.30,49.30
20250717,Toskur 1.0 - 2.5 kg fryst,2626,123398.50,47.00,47.00,47.00
20250717,Toskur 0.5 - 1.0 kg fryst,43,1419.00,33.00,33.00,33.00
20250717,Hvítingur,3647,72355.30,19.84,20.70,17.40
20250717,Upsi 1 MSC,750,13575.00,18.10,18.10,18.10
20250717,Upsi 2 MSC,50,905.00,18.10,18.10,18.10
20250717,Upsi 3 MSC,50,500.00,10.00,10.00,10.00
20250717,Upsi 4 MSC,20,140.00,7.00,7.00,7.00
20250717,Upsi 5 MSC,5,20.00,4.00,4.00,4.00
20250717,Upsi MSC,105,630.00,6.00,6.00,6.00
20250717,Brosma 1 MSC,50,460.00,9.20,9.20,9.20
20250717,Brosma 2 MSC,130,1196.00,9.20,9.20,9.20
20250717,Brosma 3 MSC,90,729.00,8.10,8.10,8.10
20250717,Brosma 4 MSC,26,104.00,4.00,4.00,4.00
20250717,Brosma MSC,79,316.00,4.00,4.00,4.00
20250717,Brosma 2 kg + fryst MSC,4308,84006.00,19.50,19.50,19.50
20250717,Longa 1,607,11897.20,19.60,19.60,19.60
20250717,Longa 2,332,6507.20,19.60,19.60,19.60
20250717,Longa 3,58,861.80,14.86,14.90,14.10
20250717,Longa 4,69,759.00,11.00,11.00,11.00
20250717,Longa,171,1521.20,8.90,9.20,4.00
20250717,Longa 4 kg + fryst,12887,386610.00,30.00,30.00,30.00
20250717,Longa 2 - 4 kg fryst,17688,530640.00,30.00,30.00,30.00
20250717,Longa 0 - 2 kg fryst,2826,79128.00,28.00,28.00,28.00
20250717,Svartkalvi 1,318,14214.60,44.70,44.70,44.70
20250717,Svartkalvi 2,954,42643.80,44.70,44.70,44.70
20250717,Svartkalvi 3,3180,142146.00,44.70,44.70,44.70
20250717,Svartkalvi 4,1908,85287.60,44.70,44.70,44.70
20250717,Svartkalvi,5000,225000.00,45.00,45.00,45.00
20250717,Svartkalvi (sek),1020,20910.00,20.50,20.50,20.50
20250717,Blálonga,1060,13330.00,12.58,15.00,7.90
20250717,Kongafiskur,1571,13038.00,8.30,11.00,5.00
20250717,Havtaska,1155,38918.00,33.70,34.00,33.60
20250717,Steinbítur,41,287.00,7.00,7.00,7.00
20250717,Liri,10,70.00,7.00,7.00,7.00
20250717,Kalvi 3,22,1760.00,80.00,80.00,80.00
20250717,Kalvi 4,71,2796.50,39.39,50.50,25.00
20250717,Kalvi 5,3,45.00,15.00,15.00,15.00
20250717,Reyðsprøka,101,1224.00,12.12,24.00,8.00
20250717,Lyrur,7,172.20,24.60,24.60,24.60
20250717,Skøta,32,208.00,6.50,6.50,6.50
20250717,Skøturavar,443,7094.50,16.01,16.50,11.50
20250717,Skrubba,163,896.50,5.50,5.50,5.50
20250717,Makrelur,6,18.00,3.00,3.00,3.00
20250716,Hysa 1 MSC,785,26688.50,34.00,34.90,30.70
20250716,Hysa 2 MSC,5872,188969.40,32.18,33.00,28.70
20250716,Hysa 3 MSC,5130,130684.00,25.47,28.20,22.30
20250716,Hysa 4 MSC,445,1829.50,4.11,4.70,3.90
20250716,Hysa MSC,1575,37281.00,23.67,26.10,6.00
20250716,Toskur 1,3275,113492.55,34.66,41.60,33.00
20250716,Toskur 2,11908,449666.56,37.76,40.60,33.00
20250716,Toskur 3,30002,973275.39,32.44,35.50,27.00
20250716,Toskur 4,17453,511138.23,29.29,32.10,23.00
20250716,Toskur 5,4512,89975.42,19.94,23.70,14.00
20250716,Hvítingur,4850,74441.60,15.35,17.40,10.00
20250716,Upsi 1 MSC,200,3980.00,19.90,19.90,19.90
20250716,Upsi MSC,1082,9208.00,8.51,9.00,8.00
20250716,Brosma 1 MSC,150,1350.00,9.00,9.00,9.00
20250716,Brosma 2 MSC,750,6750.00,9.00,9.00,9.00
20250716,Brosma 3 MSC,1850,15725.00,8.50,8.50,8.50
20250716,Brosma 4 MSC,250,1550.00,6.20,6.20,6.20
20250716,Brosma MSC,175,1225.00,7.00,7.00,7.00
20250716,Longa 1,1730,34427.00,19.90,19.90,19.90
20250716,Longa 2,1290,25671.00,19.90,19.90,19.90
20250716,Longa 3,655,10480.00,16.00,16.00,16.00
20250716,Longa 4,145,1450.00,10.00,10.00,10.00
20250716,Longa 5,25,125.00,5.00,5.00,5.00
20250716,Longa,2126,37932.60,17.84,18.00,5.10
20250716,Blálonga,391,1955.00,5.00,5.00,5.00
20250716,Kongafiskur,225,1472.00,6.54,12.10,6.00
20250716,Havtaska,300,11177.50,37.26,38.90,23.00
20250716,Havtaska 1,613,20825.50,33.97,35.00,25.00
20250716,Havtaska 2,3154,105224.45,33.36,35.00,25.00
20250716,Havtaska 3,7021,234954.50,33.47,35.00,25.00
20250716,Havtaska 4,7918,263376.09,33.27,35.00,25.00
20250716,Havtaska 5,610,19964.45,32.74,35.00,25.00
20250716,Steinbítur,741,8679.50,11.71,12.00,7.50
20250716,Liri,289,2283.10,7.90,7.90,7.90
20250716,Kalvi 3,96,6461.00,67.30,73.50,65.50
20250716,Kalvi 4,675,25997.50,38.51,40.00,37.50
20250716,Kalvi 5,240,3600.00,15.00,15.00,15.00
20250716,Reyðsprøka 1,1532,44270.00,28.90,33.40,18.00
20250716,Reyðsprøka 2,4510,129954.50,28.81,33.40,18.00
20250716,Reyðsprøka 3,2983,85425.50,28.64,33.40,18.00
20250716,Reyðsprøka,34,510.00,15.00,15.00,15.00
20250716,Tunga 1,644,14574.10,22.64,28.75,20.75
20250716,Tunga 2,12199,276520.06,22.67,28.75,20.75
20250716,Tunga 3,10462,237409.58,22.69,28.75,20.75
20250716,Lyrur,424,11028.00,26.01,27.00,15.00
20250716,Skøta,160,960.00,6.00,6.00,6.00
20250716,Skøturavar,2186,33391.00,15.27,17.30,13.50
20250716,Skrubba,1275,7012.50,5.50,5.50,5.50
20250716,Makrelur,2,6.00,3.00,3.00,3.00
20250716,Høgguslokkur,390,7073.00,18.14,22.50,15.80
20250716,Annar ráfiskur MSC,15,75.00,5.00,5.00,5.00
20250715,Hysa 1 MSC,82,2361.60,28.80,28.80,28.80
20250715,Hysa 2 MSC,519,14013.00,27.00,27.00,27.00
20250715,Hysa 3 MSC,609,15462.50,25.39,26.00,25.00
20250715,Hysa 4 MSC,75,241.50,3.22,4.00,2.70
20250715,Hysa MSC,135,1876.50,13.90,13.90,13.90
20250715,Toskur 1,628,24500.80,39.01,40.50,38.00
20250715,Toskur 2,4431,162301.70,36.63,37.00,36.50
20250715,Toskur 3,4959,166538.40,33.58,35.00,30.50
20250715,Toskur 4,4848,146858.80,30.29,30.90,24.50
20250715,Toskur 5,1045,19550.50,18.71,20.60,17.90
20250715,Hvítingur,2091,34504.00,16.50,17.70,8.00
20250715,Upsi MSC,96,825.60,8.60,8.60,8.60
20250715,Brosma 1 MSC,25,200.00,8.00,8.00,8.00
20250715,Brosma 2 MSC,125,1000.00,8.00,8.00,8.00
20250715,Brosma 3 MSC,75,450.00,6.00,6.00,6.00
20250715,Brosma 4 MSC,25,100.00,4.00,4.00,4.00
20250715,Brosma MSC,5,20.00,4.00,4.00,4.00
20250715,Longa 1,300,5130.00,17.10,17.10,17.10
20250715,Longa 2,300,5130.00,17.10,17.10,17.10
20250715,Longa 1-2,50,855.00,17.10,17.10,17.10
20250715,Longa,25,150.00,6.00,6.00,6.00
20250715,Svartkalvi,44100,1827040.00,41.43,43.00,41.00
20250715,Blálonga,1920,24268.00,12.64,14.70,5.00
20250715,Kongafiskur,900,5400.00,6.00,6.00,6.00
20250715,Steinbítur,5,45.00,9.00,9.00,9.00
20250715,Liri,300,4500.00,15.00,15.00,15.00
20250715,Kalvi 1,100,5450.00,54.50,54.50,54.50
20250715,Kalvi 4,20,700.00,35.00,35.00,35.00
20250715,Lyrur,5,75.00,15.00,15.00,15.00
20250715,Skrubba,5,27.50,5.50,5.50,5.50
20250715,Makrelur,3,9.00,3.00,3.00,3.00
20250710,Hysa 1 MSC,1293,41846.80,32.36,36.60,18.00
20250710,Hysa 2 MSC,5213,159868.10,30.67,33.30,17.00
20250710,Hysa 3 MSC,4928,147154.30,29.86,31.40,16.00
20250710,Hysa 4 MSC,412,2181.40,5.29,16.00,1.00
20250710,Hysa MSC,4770,100827.50,21.14,22.80,19.60
20250710,Toskur 1 MSC,1000,41225.00,41.23,41.70,40.30
20250710,Toskur 1,2967,107074.50,36.09,40.70,35.70
20250710,Toskur 2 MSC,1200,48270.00,40.23,40.70,39.30
20250710,Toskur 2,1496,60706.60,40.58,41.80,37.60
20250710,Toskur 3 MSC,1200,41070.00,34.23,34.70,33.30
20250710,Toskur 3,6184,212558.91,34.37,35.20,33.50
20250710,Toskur 4 MSC,560,16926.00,30.23,30.70,29.30
20250710,Toskur 4,5750,189324.79,32.93,33.80,32.50
20250710,Toskur 5 MSC,40,849.00,21.23,21.70,20.30
20250710,Toskur 5,1356,30898.50,22.79,26.00,20.10
20250710,Hvítingur,2753,64483.00,23.42,25.10,6.70
20250710,Upsi 1 MSC,50,650.00,13.00,13.00,13.00
20250710,Upsi 2 MSC,40,520.00,13.00,13.00,13.00
20250710,Upsi 3 MSC,70,700.00,10.00,10.00,10.00
20250710,Upsi 4 MSC,40,320.00,8.00,8.00,8.00
20250710,Upsi MSC,270,2160.00,8.00,8.00,8.00
20250710,Brosma 1 MSC,651,6130.00,9.42,10.00,8.00
20250710,Brosma 2 MSC,1073,10160.00,9.47,10.00,8.00
20250710,Brosma 3 MSC,1598,13009.50,8.14,9.00,7.00
20250710,Brosma 4 MSC,191,1066.50,5.60,7.00,3.00
20250710,Longa 1 MSC,660,12756.00,19.33,19.80,18.60
20250710,Longa 1,545,9265.00,17.00,17.00,17.00
20250710,Longa 2 MSC,660,12756.00,19.33,19.80,18.60
20250710,Longa 2,488,8296.00,17.00,17.00,17.00
20250710,Longa 1-2,10,170.00,17.00,17.00,17.00
20250710,Longa 3 MSC,330,5718.00,17.33,17.80,16.60
20250710,Longa 3,160,2080.00,13.00,13.00,13.00
20250710,Longa 4,50,455.00,9.10,9.10,9.10
20250710,Longa 5,2,8.00,4.00,4.00,4.00
20250710,Longa,70,567.00,8.10,8.10,8.10
20250710,Svartkalvi. fryst,2048,104320.00,50.94,54.00,40.00
20250710,Svartkalvi 3-5 kg fryst,160,10080.00,63.00,63.00,63.00
20250710,Svartkalvi 2-3 kg fryst,240,14880.00,62.00,62.00,62.00
20250710,Svartkalvi 1-2 kg fryst,3168,183744.00,58.00,58.00,58.00
20250710,Svartkalvi 0-1 kg fryst,880,48400.00,55.00,55.00,55.00
20250710,Svartkalva høvd. fryst,1392,52048.00,37.39,45.00,35.00
20250710,Svartkalva halar. fryst,176,9152.00,52.00,52.00,52.00
20250710,Kongafiskur,285,4246.50,14.90,14.90,14.90
20250710,Kongafiskur MSC,100,1980.00,19.80,19.80,19.80
20250710,Havtaska,755,27125.50,35.93,39.80,34.30
20250710,Havtaska MSC,50,2005.00,40.10,40.10,40.10
20250710,Steinbítur,312,2764.60,8.86,9.00,8.30
20250710,Kalvi 2,25,2150.00,86.00,86.00,86.00
20250710,Kalvi 4,28,980.00,35.00,35.00,35.00
20250710,Reyðsprøka,34,377.40,11.10,11.10,11.10
20250710,Lyrur,24,463.20,19.30,19.30,19.30
20250710,Skøturavar,189,3585.50,18.97,19.00,18.90
20250710,Skrubba,40,220.00,5.50,5.50,5.50
20250710,Makrelur,3,9.00,3.00,3.00,3.00
20250709,Hysa 1 MSC,1272,44894.40,35.29,36.00,25.10
20250709,Hysa 2 MSC,12620,420711.71,33.34,35.10,24.10
20250709,Hysa 3 MSC,13298,396973.21,29.85,30.90,23.10
20250709,Hysa 4 MSC,1044,9394.40,9.00,19.90,2.00
20250709,Hysa MSC,45,450.00,10.00,10.00,10.00
20250709,Toskur 1,8429,318901.06,37.84,40.20,35.80
20250709,Toskur 2,14483,546904.90,37.76,39.20,34.80
20250709,Toskur 3,25127,871616.30,34.69,40.00,28.80
20250709,Toskur 4,12237,386342.94,31.57,34.00,24.80
20250709,Toskur 5,2404,56728.50,23.60,26.00,18.10
20250709,Hvítingur,2017,36300.30,18.00,19.90,9.70
20250709,Upsi 1-2 MSC,33,528.00,16.00,16.00,16.00
20250709,Upsi 5 MSC,65,325.00,5.00,5.00,5.00
20250709,Upsi MSC,884,11359.50,12.85,15.00,7.00
20250709,Upsi 3-4 MSC,62,682.00,11.00,11.00,11.00
20250709,Brosma 1 MSC,45,441.00,9.80,9.80,9.80
20250709,Brosma 2 MSC,242,2371.60,9.80,9.80,9.80
20250709,Brosma 3 MSC,380,3002.00,7.90,7.90,7.90
20250709,Brosma 4 MSC,145,725.00,5.00,5.00,5.00
20250709,Brosma MSC,18,75.60,4.20,4.20,4.20
20250709,Longa 1,2116,35972.00,17.00,17.00,17.00
20250709,Longa 2,1088,18496.00,17.00,17.00,17.00
20250709,Longa 3,345,4485.00,13.00,13.00,13.00
20250709,Longa 4,169,1352.00,8.00,8.00,8.00
20250709,Longa 5,52,208.00,4.00,4.00,4.00
20250709,Longa,1120,20484.00,18.29,18.40,6.00
20250709,Havtaska,825,33825.00,41.00,41.00,41.00
20250709,Havtaska 1,510,17317.28,33.97,35.20,33.60
20250709,Havtaska 2,1534,52160.68,34.01,35.20,33.60
20250709,Havtaska 3,3416,116105.16,33.99,35.20,33.60
20250709,Havtaska 4,3378,114647.52,33.94,35.20,33.60
20250709,Havtaska 5,303,10273.36,33.95,35.20,33.60
20250709,Steinbítur,549,6436.50,11.72,12.10,8.50
20250709,Kalvi 2,38,3002.00,79.00,79.00,79.00
20250709,Kalvi 3,51,3033.00,59.47,70.50,58.00
20250709,Kalvi 4,445,15575.00,35.00,35.00,35.00
20250709,Kalvi 5,135,2767.50,20.50,20.50,20.50
20250709,Reyðsprøka 1,2143,65429.44,30.53,32.10,18.00
20250709,Reyðsprøka 2,5811,177328.81,30.52,32.10,18.00
20250709,Reyðsprøka 3,3446,105378.75,30.58,32.10,18.00
20250709,Reyðsprøka,14,351.40,25.10,25.10,25.10
20250709,Tunga 1,473,11179.65,23.64,27.75,21.00
20250709,Tunga 2,8630,200562.84,23.24,27.75,21.00
20250709,Tunga 3,7493,173852.50,23.20,27.75,21.00
20250709,Lyrur,140,3400.00,24.29,26.00,14.00
20250709,Skøta,45,225.00,5.00,5.00,5.00
20250709,Skøturavar,460,6605.00,14.36,15.80,8.00
20250709,Skrubba,1726,9493.00,5.50,5.50,5.50
20250709,Makrelur,1,3.00,3.00,3.00,3.00
20250709,Høgguslokkur,210,5208.00,24.80,24.80,24.80
20250708,Hysa 1 MSC,90,2529.00,28.10,28.10,28.10
20250708,Hysa 2 MSC,309,8343.90,27.00,27.90,25.10
20250708,Hysa 3 MSC,227,5107.50,22.50,22.50,22.50
20250708,Hysa 4 MSC,65,383.50,5.90,5.90,5.90
20250708,Hysa MSC,210,2205.00,10.50,10.50,10.50
20250708,Toskur 1,390,15539.00,39.84,39.90,39.80
20250708,Toskur 2,1130,42568.20,37.67,37.80,37.60
20250708,Toskur 3,6790,236058.01,34.77,35.90,32.90
20250708,Toskur 4,8201,264177.70,32.21,33.00,31.90
20250708,Toskur 5,1809,40308.80,22.28,25.10,19.60
20250708,Hvítingur,252,3522.00,13.98,15.00,10.00
20250708,Upsi 1 MSC,52,795.60,15.30,15.30,15.30
20250708,Upsi 2 MSC,59,902.70,15.30,15.30,15.30
20250708,Upsi 3 MSC,201,2127.30,10.58,12.20,10.30
20250708,Upsi 4 MSC,447,4514.70,10.10,10.10,10.10
20250708,Upsi 5 MSC,136,1033.60,7.60,7.60,7.60
20250708,Upsi MSC,213,1831.80,8.60,8.60,8.60
20250708,Brosma MSC,5,20.50,4.10,4.10,4.10
20250708,Longa 1,150,2550.00,17.00,17.00,17.00
20250708,Longa,9,59.00,6.56,7.80,5.00
20250708,Kongafiskur,2,12.00,6.00,6.00,6.00
20250708,Havtaska,15,556.50,37.10,37.10,37.10
20250708,Skrubba,5,27.50,5.50,5.50,5.50
20250704,Hysa 1 MSC,935,37131.50,39.71,40.00,34.90
20250704,Hysa 2 MSC,6520,237173.50,36.38,38.10,34.90
20250704,Hysa 3 MSC,4522,138513.00,30.63,31.10,30.00
20250704,Hysa 4 MSC,650,3774.00,5.81,6.50,2.40
20250704,Hysa MSC,80,680.00,8.50,8.50,8.50
20250704,Toskur 1,968,39657.60,40.97,41.10,39.90
20250704,Toskur 2,2884,117131.80,40.61,40.90,38.10
20250704,Toskur 3,9808,372405.50,37.97,39.90,37.60
20250704,Toskur 4,7538,238082.00,31.58,33.00,31.00
20250704,Toskur 5,1491,33609.00,22.54,24.00,22.20
20250704,Hvítingur,5422,116972.80,21.57,24.00,15.50
20250704,Upsi 1 MSC,148,2461.20,16.63,16.90,16.40
20250704,Upsi 2 MSC,100,1660.00,16.60,16.90,16.40
20250704,Upsi 3 MSC,267,3587.10,13.43,13.80,12.50
20250704,Upsi 4 MSC,375,3747.00,9.99,10.10,9.20
20250704,Upsi 5 MSC,50,250.00,5.00,5.00,5.00
20250704,Upsi MSC,216,1900.80,8.80,8.80,8.80
20250704,Brosma 1 MSC,40,376.00,9.40,9.40,9.40
20250704,Brosma 2 MSC,400,3746.00,9.37,9.40,8.00
20250704,Brosma 3 MSC,1570,12790.00,8.15,8.20,7.00
20250704,Brosma 4 MSC,660,3876.00,5.87,5.90,5.00
20250704,Brosma MSC,61,305.00,5.00,5.00,5.00
20250704,Longa 1,1658,31402.00,18.94,19.00,17.00
20250704,Longa 2,1020,19300.00,18.92,19.00,17.00
20250704,Longa 3,315,5335.00,16.94,17.00,15.00
20250704,Longa 4,410,4498.00,10.97,11.00,9.80
20250704,Longa 5,65,325.00,5.00,5.00,5.00
20250704,Longa,43,215.00,5.00,5.00,5.00
20250704,Kongafiskur,10,58.00,5.80,5.80,5.80
20250704,Havtaska,90,2520.00,28.00,28.00,28.00
20250704,Steinbítur,8,48.00,6.00,6.00,6.00
20250704,Liri,10,60.00,6.00,6.00,6.00
20250704,Kalvi 3,5,275.00,55.00,55.00,55.00
20250704,Kalvi 4,24,840.00,35.00,35.00,35.00
20250704,Reyðsprøka,12,156.00,13.00,13.00,13.00
20250704,Lyrur,45,675.00,15.00,15.00,15.00
20250704,Skøturavar,20,170.00,8.50,8.50,8.50
20250704,Skrubba,64,352.00,5.50,5.50,5.50
20250704,Makrelur,15,45.00,3.00,3.00,3.00
20250703,Hysa 1 MSC,1195,46496.00,38.91,39.10,38.10
20250703,Hysa 2 MSC,6540,255060.00,39.00,39.00,39.00
20250703,Hysa 3 MSC,5687,187755.70,33.01,33.10,32.80
20250703,Hysa 4 MSC,875,5950.00,6.80,6.80,6.80
20250703,Hysa MSC,140,2246.00,16.04,20.10,13.00
20250703,Toskur 1,1293,50748.00,39.25,40.00,31.00
20250703,Toskur 2,4372,159688.81,36.53,38.10,30.00
20250703,Toskur 3,13282,489997.11,36.89,40.30,23.00
20250703,Toskur 4,9419,294048.70,31.22,32.70,17.00
20250703,Toskur 5,1717,40659.00,23.68,24.00,21.00
20250703,Hvítingur,8442,183213.80,21.70,22.60,18.70
20250703,Upsi 1 MSC,85,1301.50,15.31,16.00,14.70
20250703,Upsi 2 MSC,80,1228.00,15.35,16.00,14.70
20250703,Upsi 3 MSC,50,450.00,9.00,9.00,9.00
20250703,Upsi 4 MSC,30,150.00,5.00,5.00,5.00
20250703,Upsi 5 MSC,10,40.00,4.00,4.00,4.00
20250703,Upsi MSC,244,1732.40,7.10,7.10,7.10
20250703,Brosma 1 MSC,10,80.00,8.00,8.00,8.00
20250703,Brosma 2 MSC,50,400.00,8.00,8.00,8.00
20250703,Brosma 3 MSC,295,1770.00,6.00,6.00,6.00
20250703,Brosma 4 MSC,60,240.00,4.00,4.00,4.00
20250703,Brosma MSC,47,188.00,4.00,4.00,4.00
20250703,Brosma,30,150.00,5.00,5.00,5.00
20250703,Longa 1,733,12461.00,17.00,17.00,17.00
20250703,Longa 2,530,9010.00,17.00,17.00,17.00
20250703,Longa 1-2,50,850.00,17.00,17.00,17.00
20250703,Longa 3,102,1850.40,18.14,20.20,15.20
20250703,Longa 4,50,438.50,8.77,9.10,8.00
20250703,Longa 5,20,100.00,5.00,5.00,5.00
20250703,Longa,18,90.00,5.00,5.00,5.00
20250703,Svartkalvi 1,14700,681810.00,46.38,46.50,46.30
20250703,Svartkalvi,19700,858220.00,43.56,43.60,40.10
20250703,Svartkalvi (sek),150,3030.00,20.20,20.20,20.20
20250703,Blálonga,300,1500.00,5.00,5.00,5.00
20250703,Kongafiskur,281,2753.80,9.80,9.80,9.80
20250703,Havtaska,40,1280.00,32.00,32.00,32.00
20250703,Steinbítur,23,161.00,7.00,7.00,7.00
20250703,Kalvi 3,5,300.00,60.00,60.00,60.00
20250703,Kalvi 4,19,760.00,40.00,40.00,40.00
20250703,Reyðsprøka,34,853.40,25.10,25.10,25.10
20250703,Lyrur,26,390.00,15.00,15.00,15.00
20250703,Skøturavar,5,40.00,8.00,8.00,8.00
20250703,Skrubba,122,671.00,5.50,5.50,5.50
20250703,Makrelur,10,50.00,5.00,5.00,5.00
20250702,Hysa 1 MSC,360,10859.90,30.17,35.00,23.10
20250702,Hysa 2 MSC,6186,195372.95,31.59,34.10,22.10
20250702,Hysa 3 MSC,5119,141864.70,27.71,33.00,21.10
20250702,Hysa 4 MSC,541,5479.95,10.14,22.00,4.90
20250702,Hysa MSC,245,6512.00,26.58,27.00,16.70
20250702,Toskur 1,915,37109.00,40.56,41.80,38.90
20250702,Toskur 2,5824,231732.70,39.79,40.80,37.90
20250702,Toskur 3,12945,452323.91,34.94,40.60,31.90
20250702,Toskur 4,5412,167867.50,31.02,33.80,27.90
20250702,Toskur 5,809,17500.50,21.63,26.00,18.00
20250702,Hvítingur,2459,50321.50,20.46,21.90,8.50
20250702,Upsi 1 MSC,50,845.00,16.90,16.90,16.90
20250702,Upsi 2 MSC,30,507.00,16.90,16.90,16.90
20250702,Upsi 3 MSC,105,1480.00,14.10,14.30,10.00
